Code Domaine,Domaine,Code pays d?clarant (FAO),Pays d?clarants,Code pays partenaire (FAO),Pays partenaires,Code ?l?ment,?l?ment,Code Produit (FAO),Produit,Code ann?e,Ann?e,Unit?,Valeur,Symbole,Description du Symbole
"TM","Matrices du commerce d?taill?es","68","France","146","R?publique de Moldova","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","103","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","146","R?publique de Moldova","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","30","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","146","R?publique de Moldova","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","42","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","146","R?publique de Moldova","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","50","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","250","R?publique d?mocratique du Congo","5610","Importations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","46","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","250","R?publique d?mocratique du Congo","5622","Importations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","55","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","250","R?publique d?mocratique du Congo","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","277","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","250","R?publique d?mocratique du Congo","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","2045","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","250","R?publique d?mocratique du Congo","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","3606","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","250","R?publique d?mocratique du Congo","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","1962","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","250","R?publique d?mocratique du Congo","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","3789","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","250","R?publique d?mocratique du Congo","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","3899","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","250","R?publique d?mocratique du Congo","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","437","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","250","R?publique d?mocratique du Congo","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","1425","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","250","R?publique d?mocratique du Congo","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","3073","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","250","R?publique d?mocratique du Congo","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","1887","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","250","R?publique d?mocratique du Congo","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","3920","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","250","R?publique d?mocratique du Congo","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","3994","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","120","R?publique d?mocratique populaire lao","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","55","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","120","R?publique d?mocratique populaire lao","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","120","R?publique d?mocratique populaire lao","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","34","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","120","R?publique d?mocratique populaire lao","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","56","R?publique dominicaine","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","56","R?publique dominicaine","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","56","R?publique dominicaine","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","56","R?publique dominicaine","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","56","R?publique dominicaine","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","4","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","56","R?publique dominicaine","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","56","R?publique dominicaine","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","56","R?publique dominicaine","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","6","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5610","Importations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","6522","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5610","Importations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","6065","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5610","Importations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","6412","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5610","Importations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","4540","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5610","Importations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","5533","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5610","Importations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","5205","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5622","Importations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","19325","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5622","Importations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","17655","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5622","Importations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","19579","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5622","Importations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","16412","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5622","Importations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","17761","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5622","Importations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","14731","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","231","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","499","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","371","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","403","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","380","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","420","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","611","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","1384","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","1274","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","1482","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","1432","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","183","Roumanie","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","1647","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5610","Importations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","29893","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5610","Importations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","28442","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5610","Importations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","26768","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5610","Importations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","25379","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5610","Importations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","15722","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5610","Importations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","12803","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5622","Importations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","63340","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5622","Importations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","61240","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5622","Importations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","58375","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5622","Importations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","53466","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5622","Importations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","38789","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5622","Importations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","30718","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","15470","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","12083","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","10493","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","13990","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","15141","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","8148","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","43609","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","36062","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","30361","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","37484","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","43228","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","26945","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","189","Sainte-Lucie","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","189","Sainte-Lucie","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","189","Sainte-Lucie","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","1","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","189","Sainte-Lucie","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","188","Saint-Kitts-et-Nevis","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","5","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","188","Saint-Kitts-et-Nevis","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","24","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","188","Saint-Kitts-et-Nevis","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","7","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","188","Saint-Kitts-et-Nevis","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","38","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","193","Sao Tom?-et-Principe","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","12","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","193","Sao Tom?-et-Principe","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","46","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","193","Sao Tom?-et-Principe","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","249","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","193","Sao Tom?-et-Principe","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","76","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","193","Sao Tom?-et-Principe","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","369","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","193","Sao Tom?-et-Principe","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","348","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","193","Sao Tom?-et-Principe","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","22","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","193","Sao Tom?-et-Principe","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","50","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","193","Sao Tom?-et-Principe","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","310","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","193","Sao Tom?-et-Principe","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","106","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","193","Sao Tom?-et-Principe","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","438","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","193","Sao Tom?-et-Principe","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","394","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","195","S?n?gal","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","195","S?n?gal","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","64","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","195","S?n?gal","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","131","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","195","S?n?gal","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","13","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","195","S?n?gal","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","14","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","195","S?n?gal","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","195","S?n?gal","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","195","S?n?gal","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","99","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","195","S?n?gal","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","153","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","195","S?n?gal","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","42","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","195","S?n?gal","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","77","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","195","S?n?gal","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","1","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5610","Importations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","21","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5610","Importations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","63","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5610","Importations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","11","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5622","Importations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","11","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5622","Importations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","41","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5622","Importations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","8","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","2276","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","2297","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","4089","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","3423","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","1742","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","953","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","1445","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","1256","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","2535","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","1959","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","1159","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","272","Serbie","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","691","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","196","Seychelles","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","144","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","196","Seychelles","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","188","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","196","Seychelles","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","319","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","196","Seychelles","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","54","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","196","Seychelles","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","3","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","196","Seychelles","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","9","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","196","Seychelles","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","237","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","196","Seychelles","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","276","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","196","Seychelles","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","478","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","196","Seychelles","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","76","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","196","Seychelles","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","5","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","196","Seychelles","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","15","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","197","Sierra Leone","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","152","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","197","Sierra Leone","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","55","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","197","Sierra Leone","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","125","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","197","Sierra Leone","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","106","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","197","Sierra Leone","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","111","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","197","Sierra Leone","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","31","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","197","Sierra Leone","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","113","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","197","Sierra Leone","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","105","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","200","Singapour","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","152","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","200","Singapour","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","763","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","200","Singapour","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","652","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","200","Singapour","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","1036","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","200","Singapour","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","551","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","200","Singapour","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","254","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","200","Singapour","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","381","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","200","Singapour","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","1291","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","200","Singapour","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","1051","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","200","Singapour","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","966","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","200","Singapour","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","765","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","200","Singapour","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","676","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","199","Slovaquie","5610","Importations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","111","","Donn?e officielle"
